,Clade,Slope
0,GHvsGK,0.00966887415616648
1,GHvsGR,0.0246594442737697
2,GHvsGRA,-0.049739005645564396
3,GKvsGH,-0.00966887415616647
4,GKvsGR,0.00012643410785562575
5,GKvsGRA,-0.026750076827148517
6,GRvsGH,-0.024659444273769697
7,GRvsGK,-0.00012643410785562575
8,GRvsGRA,-0.020841645850204683
9,GRAvsGH,0.04973900564556442
10,GRAvsGK,0.026750076827148517
11,GRAvsGR,0.020841645850204683
